Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Dementia	C0497327	ATP7A	538	Q04656	ATPase copper transporting alpha	Transporter	348	0.494	0.769	0.99983	0.01		1.0	1	1	2012.0	2012.0
Dementia	C0497327	POLE3	54107	Q9NRF9	DNA polymerase epsilon 3, accessory subunit		27	0.705	0.423	0.030709	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	PNN	5411	Q9H307	pinin, desmosome associated protein		55	0.638	0.577	0.11262	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	POLE	5426	Q07864	DNA polymerase epsilon, catalytic subunit		151	0.526	0.731	8.0488e-27	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	DNAJC10	54431	Q8IXB1	DnaJ heat shock protein family (Hsp40) member C10		19	0.769	0.385	1.1869e-08	0.01		0.0	1	0	2009.0	2009.0
Dementia	C0497327	PFN1	5216	P07737	profilin 1		119	0.565	0.769	0.73258	0.01		1.0	1	0	2013.0	2013.0
Dementia	C0497327	PER1	5187	O15534	period circadian regulator 1	Transcription factor	111	0.556	0.731	0.00029308	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	DELEC1	50514	Q9P2X7	deleted in esophageal cancer 1		92	0.573	0.692	2.6727e-05	0.01		1.0	1	0	2016.0	2016.0
Dementia	C0497327	IL22	50616	Q9GZX6	interleukin 22		551	0.393	0.885	0.00018843	0.01		1.0	1	0	2020.0	2020.0
Dementia	C0497327	GEMIN4	50628	P57678	gem nuclear organelle associated protein 4		101	0.565	0.808	5.8966e-13	0.01		1.0	1	0	2010.0	2010.0
Dementia	C0497327	REG3A	5068	Q06141	regenerating family member 3 alpha		148	0.522	0.769	0.00062895	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	PAWR	5074	Q96IZ0	pro-apoptotic WT1 regulator		133	0.542	0.846	0.089515	0.01		1.0	1	0	1999.0	1999.0
Dementia	C0497327	SERPINA5	5104	P05154	serpin family A member 5	Enzyme modulator	185	0.507	0.808	6.2368e-09	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	TNNI3K	51086	Q59H18	TNNI3 interacting kinase		50	0.691	0.346	3.0654e-48	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	SAR1B	51128	Q9Y6B6	secretion associated Ras related GTPase 1B		44	0.686	0.462	0.002315	0.01		1.0	1	0	2016.0	2016.0
Dementia	C0497327	CHCHD2	51142	Q9Y6H1	coiled-coil-helix-coiled-coil-helix domain containing 2		57	0.638	0.538	1.7328e-07	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	PLA1A	51365	Q53H76	phospholipase A1 member A	Enzyme	35	0.678	0.5	4.3709e-11	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	UBR5	51366	O95071	ubiquitin protein ligase E3 component n-recognin 5		73	0.597	0.654	1.0	0.01		1.0	1	0	2011.0	2011.0
Dementia	C0497327	PDE9A	5152	O76083	phosphodiesterase 9A		19	0.736	0.192	0.0045595	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	SLC26A4	5172	O43511	solute carrier family 26 member 4	Transporter	194	0.507	0.885	8.9898e-22	0.01		1.0	1	0	1999.0	1999.0
Dementia	C0497327	WWOX	51741	Q9NZC7	WW domain containing oxidoreductase	Enzyme	356	0.453	0.808	1.2376e-15	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	INPP5K	51763	Q9BT40	inositol polyphosphate-5-phosphatase K	Enzyme	103	0.587	0.654	4.2264e-05	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	PENK	5179	P01210	proenkephalin	Signaling	124	0.56	0.808	0.0002077	0.01		1.0	1	0	2010.0	2010.0
Dementia	C0497327	PON2	5445	Q15165	paraoxonase 2		117	0.566	0.808	5.4352e-05	0.01		1.0	1	1	2002.0	2002.0
Dementia	C0497327	MIR206	406989		microRNA 206		226	0.477	0.846		0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	HPGDS	27306	O60760	hematopoietic prostaglandin D synthase		570	0.388	0.923	1.8063e-06	0.01		1.0	1	0	2005.0	2005.0
Dementia	C0497327	KCNIP3	30818	Q9Y2W7	potassium voltage-gated channel interacting protein 3	Ion channel	60	0.626	0.654	0.037604	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	HGF	3082	P14210	hepatocyte growth factor	Enzyme	671	0.374	0.885	0.99947	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	HHEX	3087	Q03014	hematopoietically expressed homeobox		73	0.599	0.692	0.54289	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	HLA-C	3107	P10321	major histocompatibility complex, class I, C		435	0.415	0.846	1.5695e-06	0.01		1.0	1	0	1986.0	1986.0
Dementia	C0497327	HMGB1	3146	P09429	high mobility group box 1	Nucleic acid binding	724	0.368	0.923	0.82035	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	HMOX1	3162	P09601	heme oxygenase 1		666	0.381	0.923	0.0096817	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	HP	3240	P00738	haptoglobin	Enzyme	464	0.412	0.885	1.736e-05	0.01		1.0	1	0	1985.0	1985.0
Dementia	C0497327	HSF1	3297	Q00613	heat shock transcription factor 1	Transcription factor	185	0.507	0.769	0.74762	0.01		1.0	1	0	2016.0	2016.0
Dementia	C0497327	HSPG2	3339	P98160	heparan sulfate proteoglycan 2	Enzyme modulator	405	0.438	0.885	1.0376e-19	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	HTR1A	3350	P08908	5-hydroxytryptamine receptor 1A	G-protein coupled receptor	229	0.522	0.846	0.19956	0.01		1.0	1	0	2008.0	2008.0
Dementia	C0497327	IDH1	3417	O75874	isocitrate dehydrogenase (NADP(+)) 1		399	0.424	0.808	2.6244e-12	0.01		1.0	1	0	2004.0	2004.0
Dementia	C0497327	IDH2	3418	P48735	isocitrate dehydrogenase (NADP(+)) 2		380	0.434	0.808	0.88271	0.01		1.0	1	0	2004.0	2004.0
Dementia	C0497327	NANOS3	342977	P60323	nanos C2HC-type zinc finger 3		52	0.631	0.538	0.039203	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	APOC3	345	P02656	apolipoprotein C3		153	0.531	0.731	0.010024	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	ACTBL2	345651	Q562R1	actin beta like 2		134	0.539	0.769	5.8166e-16	0.01		1.0	1	0	2006.0	2006.0
Dementia	C0497327	IFNG	3458	P01579	interferon gamma		1519	0.288	0.962	0.47156	0.01		1.0	1	0	2020.0	2020.0
Dementia	C0497327	HDAC2	3066	Q92769	histone deacetylase 2	Epigenetic regulator	257	0.476	0.846	0.99997	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	HARS1	3035	P12081	histidyl-tRNA synthetase 1	Enzyme	127	0.569	0.808	2.3839e-06	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	BIN1	274	O00499	bridging integrator 1		163	0.55	0.692	0.77822	0.01		0.0	1	0	2013.0	2013.0
Dementia	C0497327	GLP1R	2740	P43220	glucagon like peptide 1 receptor	G-protein coupled receptor	288	0.471	0.846	0.29347	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	GLRA2	2742	P23416	glycine receptor alpha 2	Ion channel	15	0.751	0.423	0.97334	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	HCCAT5	283902		hepatocellular carcinoma associated transcript 5		26	0.716	0.462		0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	ANGPT1	284	Q15389	angiopoietin 1	Signaling	340	0.446	0.808	0.95208	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	GPR39	2863	O43194	G protein-coupled receptor 39	G-protein coupled receptor	45	0.65	0.615	2.8069e-09	0.01		1.0	1	0	2020.0	2020.0
Dementia	C0497327	GRK5	2869	P34947	G protein-coupled receptor kinase 5	Kinase	86	0.588	0.769	0.67567	0.01		1.0	1	2	2015.0	2015.0
Dementia	C0497327	GPX1	2876	P07203	glutathione peroxidase 1	Enzyme	290	0.458	0.923	3.8518e-05	0.01		1.0	1	0	2009.0	2009.0
Dementia	C0497327	GPX4	2879	P36969	glutathione peroxidase 4	Enzyme	201	0.516	0.808	4.7865e-05	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	GRIN2B	2904	Q13224	glutamate ionotropic receptor NMDA type subunit 2B	Ion channel	249	0.51	0.692	1.0	0.01		1.0	1	0	2003.0	2003.0
Dementia	C0497327	NR3C1	2908	P04150	nuclear receptor subfamily 3 group C member 1	Nuclear receptor	590	0.393	0.885	0.96958	0.01		1.0	1	0	2008.0	2008.0
Dementia	C0497327	PYCARD	29108	Q9ULZ3	PYD and CARD domain containing	Enzyme	294	0.457	0.808	0.00019768	0.01		1.0	1	0	2020.0	2020.0
Dementia	C0497327	CD274	29126	Q9NZQ7	CD274 molecule	Receptor	1011	0.324	0.923	0.01916	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	GSK3B	2932	P49841	glycogen synthase kinase 3 beta	Kinase	393	0.43	0.846	0.95571	0.01		1.0	1	1	2008.0	2008.0
Dementia	C0497327	GYPC	2995	P04921	glycophorin C (Gerbich blood group)		55	0.641	0.654	0.11297	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	ANXA1	301	P04083	annexin A1		336	0.442	0.885	1.2009e-07	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	PWAR4	347745		Prader Willi/Angelman region RNA 4		99	0.573	0.769		0.01		1.0	1	0	1999.0	1999.0
Dementia	C0497327	IGF2	3481	P01344	insulin like growth factor 2		604	0.39	0.885	0.044127	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	IGFBP2	3485	P18065	insulin like growth factor binding protein 2	Enzyme modulator	241	0.478	0.769	0.11898	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	KNG1	3827	P01042	kininogen 1	Enzyme modulator	279	0.481	0.885	3.2071e-10	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	SERPINA13P	388007	Q6UXR4	serpin family A member 13, pseudogene		59	0.619	0.692		0.01		0.0	1	0	2011.0	2011.0
Dementia	C0497327	CCL4L1	388372	P13236;Q8NHW4	C-C motif chemokine ligand 4 like 1		135	0.534	0.885	0.33576	0.01		1.0	1	0	1996.0	1996.0
Dementia	C0497327	LAD1	3898	O00515	ladinin 1	Cellular structure	87	0.584	0.731	1.7834e-14	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	RPSA	3921	P08865	ribosomal protein SA	Nucleic acid binding	221	0.485	0.769	0.93037	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	LIMK1	3984	P53667	LIM domain kinase 1	Kinase	271	0.488	0.731	0.99937	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	LMNA	4000	P02545	lamin A/C		824	0.384	0.885	0.9994	0.01		0.0	1	0	2011.0	2011.0
Dementia	C0497327	LPL	4023	P06858	lipoprotein lipase	Enzyme	290	0.474	0.808	1.2712e-09	0.01		1.0	1	0	2000.0	2000.0
Dementia	C0497327	LRP5	4041	O75197	LDL receptor related protein 5		283	0.485	0.846	0.50992	0.01		0.0	1	0	2018.0	2018.0
Dementia	C0497327	LRPAP1	4043	P30533	LDL receptor related protein associated protein 1		95	0.579	0.731	4.4951e-07	0.01		1.0	1	0	2008.0	2008.0
Dementia	C0497327	LY6E	4061	Q16553	lymphocyte antigen 6 family member E		115	0.563	0.808	0.3211	0.01		1.0	1	0	1994.0	1994.0
Dementia	C0497327	MIRLET7B	406884		microRNA let-7b		186	0.493	0.769		0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	MIR106B	406900		microRNA 106b		143	0.523	0.808		0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	MIR107	406901		microRNA 107		123	0.543	0.769		0.01		1.0	1	0	2020.0	2020.0
Dementia	C0497327	MIR125A	406910		microRNA 125a		225	0.48	0.769		0.01		1.0	1	1	2016.0	2016.0
Dementia	C0497327	MIR181C	406957		microRNA 181c		103	0.555	0.769		0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	GSTK1	373156	Q9Y2Q3	glutathione S-transferase kappa 1		445	0.412	0.885	1.9374e-06	0.01		1.0	1	0	2005.0	2005.0
Dementia	C0497327	ITGB2	3689	P05107	integrin subunit beta 2	Receptor	340	0.444	0.923	5.0817e-15	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	IGFBP3	3486	P17936	insulin like growth factor binding protein 3	Enzyme modulator	350	0.439	0.808	0.91029	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	IKBKB	3551	O14920	inhibitor of nuclear factor kappa B kinase subunit beta	Kinase	191	0.506	0.846	0.99192	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	IL4	3565	P05112	interleukin 4		996	0.332	0.962	0.0047372	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	IL6R	3570	P08887	interleukin 6 receptor	Signaling	261	0.471	0.846	3.1681e-05	0.01		1.0	1	1	2016.0	2016.0
Dementia	C0497327	IL7	3574	P13232	interleukin 7		275	0.464	0.808	0.92574	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	CXCL8	3576	P10145	C-X-C motif chemokine ligand 8	Signaling	1254	0.31	0.962	0.00027377	0.01		1.0	1	0	2003.0	2003.0
Dementia	C0497327	IL9	3578	P15248	interleukin 9		291	0.461	0.846	8.1087e-07	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	IL12A	3592	P29459	interleukin 12A		261	0.491	0.808	0.04746	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	IL12B	3593	P29460	interleukin 12B	Signaling	249	0.48	0.885	0.00011439	0.01		1.0	1	0	2008.0	2008.0
Dementia	C0497327	IL13	3596	P35225	interleukin 13		587	0.386	0.846	0.014426	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	IL15	3600	P40933	interleukin 15		426	0.422	0.846	0.70859	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	IL17A	3605	Q16552	interleukin 17A		1074	0.324	0.923	0.043049	0.01		1.0	1	0	2020.0	2020.0
Dementia	C0497327	CXCL10	3627	P02778	C-X-C motif chemokine ligand 10	Signaling	631	0.378	0.885	0.36865	0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	INPP5D	3635	Q92835	inositol polyphosphate-5-phosphatase D		109	0.558	0.731	0.97198	0.01		1.0	1	0	2020.0	2020.0
Dementia	C0497327	INSR	3643	P06213	insulin receptor	Kinase	452	0.432	0.846	3.6145e-05	0.01		1.0	1	0	2005.0	2005.0
Dementia	C0497327	IRS1	3667	P35568	insulin receptor substrate 1		233	0.488	0.769	0.023645	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	MIR195	406971		microRNA 195		180	0.496	0.769		0.01		1.0	1	0	2013.0	2013.0
