Disease	Disease_id	Gene	Gene_id	Score_gda	Association_Type	 Type	Original_DB	Sentence	PMID	PMID_Year
Dementia	C0497327	STAT1	6772	0.01	AlteredExpression		BEFREE	"Enhanced expression and activation of <span class=""gene"" id=""18003888-7-38-43"">STAT1</span> and decreased claudin-5 were observed in microvessels from autopsied brains of patients with HIV-1-associated <span class=""disease"" id=""18003888-7-154-162"">dementia</span>."	18003888.0	2008.0
Dementia	C0497327	BCHE	590	0.1	Biomarker		BEFREE	"These accumulating data suggest that <span class=""gene"" id=""15853480-4-37-58"">butyrylcholinesterase</span> contributes to disease progression in people with <span class=""disease"" id=""15853480-4-109-117"">dementia</span>, which may be particularly important in individuals with more severe dementia as <span class=""gene"" id=""15853480-4-199-220"">butyrylcholinesterase</span> activity increases with disease development."	15853480.0	2005.0
Dementia	C0497327	SPAST	6683	0.16	GeneticVariation		BEFREE	"In addition, the seven different loci so far reported to be associated with autosomal dominant pure forms of spastic paraplegia have been tested and excluded by linkage analysis and haplotype reconstruction, including <span class=""gene"" id=""12567407-6-218-222"">SPG4</span> on chromosome 2p22-p21, where a familial form of spastic paraplegia associated with <span class=""disease"" id=""12567407-6-307-315"">dementia</span> and epilepsy has been mapped."	12567407.0	2003.0
Dementia	C0497327	SORL1	6653	0.05	Biomarker		BEFREE	"For both single-marker-based and haplotype-based analyses, we found <span class=""negexp"">no strong support</span> for <span class=""gene"" id=""19653016-3-90-95"">SORL1</span> as a <span class=""disease"" id=""19653016-3-101-109"">dementia</span> or AD risk-modifying gene in our sample in isolation nor did we observe association with AD/<span class=""disease"" id=""19653016-3-202-210"">dementia</span>-related traits, including cerebrospinal fluid beta-amyloid(1-42), tau levels, or age at onset."	19653016.0	2010.0
Dementia	C0497327	INSRR	3645	0.02	GeneticVariation		BEFREE	"However, we found a significant interaction between depression more than 10 years before the onset of <span class=""disease"" id=""25670333-3-102-110"">dementia</span> and APOE (p = 0.01), with depression more distal to <span class=""disease"" id=""25670333-3-163-171"">dementia</span> being a risk factor only in ε4 carriers (<span class=""gene"" id=""25670333-3-213-216"">IRR</span> 3.39, 95% CI 1.69-6.78 for carriers, <span class=""gene"" id=""25670333-3-254-257"">IRR</span> 1.01, 95% CI 0.60-1.70 for noncarriers)."	25670333.0	2015.0
Dementia	C0497327	ACE	1636	0.1	GeneticVariation		BEFREE	"This study suggests that the <span class=""gene"" id=""21833743-6-29-34"">ACE I</span>/D polymorphism does <span class=""negexp"">not have any genetic association</span> with global or specific cognitive domain in aged men without <span class=""disease"" id=""21833743-6-149-157"">dementia</span>."	21833743.0	2011.0
Dementia	C0497327	CHI3L1	1116	0.1	Biomarker		BEFREE	"We identified biomarker models able to discriminate FTLD from nondemented controls (MFG-E8, tTau, and A&lt;i&gt;β&lt;/i&gt;&lt;sub&gt;42&lt;/sub&gt;; 78% sensitivity and 83% specificity) and non-FTLD <span class=""disease"" id=""30349851-8-176-184"">dementia</span> (<span class=""gene"" id=""30349851-8-186-191"">YKL40</span>, pTau, p/tTau ratio, and age; 90% sensitivity, 78% specificity), which were validated in an independent cohort."	30349851.0	2018.0
Dementia	C0497327	ACHE	43	0.1	Biomarker		BEFREE	"<span class=""disease"" id=""29346523-4-0-8"">Dementia</span> occurrence was defined by the first prescription for <span class=""gene"" id=""29346523-4-62-82"">acetylcholinesterase</span> inhibitors or N-Methyl-D-Aspartate receptor antagonist with an International Classification of Diseases 10th Revision (ICD-10) code for <span class=""disease"" id=""29346523-4-219-227"">dementia</span> (F00, F01, F02, F03, G30, F051, or G311) during 2007-2013."	29346523.0	2018.0
Dementia	C0497327	VCP	7415	0.2	GeneticVariation		BEFREE	"Neither patient had a family history of weakness or manifested other symptoms reported with <span class=""gene"" id=""25617006-6-92-95"">VCP</span> mutations such as PDB or <span class=""disease"" id=""25617006-6-121-129"">dementia</span>."	25617006.0	2015.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"We examined paired fasted plasma and CSF insulin levels in 25 patients with AD and 14 healthy age-matched adults and determined whether insulin levels were related to severity of <span class=""disease"" id=""9443474-2-179-187"">dementia</span> and <span class=""gene"" id=""9443474-2-192-208"">apolipoprotein E</span>-epsilon4 homozygosity, a known genetic risk factor for AD."	9443474.0	1998.0
Dementia	C0497327	PGR-AS1	101054525	0.01	Biomarker		BEFREE	"Regarding <span class=""gene"" id=""28507470-12-10-13"">AT1</span> receptor blockage, the significant association between higher SMMSE scores and increased angiotensin peptides may support a finding that ARBs prevent <span class=""disease"" id=""28507470-12-164-172"">dementia</span> and improve cognitive function."	28507470.0	2017.0
Dementia	C0497327	ESR1	2099	0.1	GeneticVariation		BEFREE	"Multifactorial models based on an exhaustive view of all hormonal events throughout the reproductive life (rather than on a specific exposure to a given steroid) together with other risk factors (notably genetic risk factors related to <span class=""gene"" id=""18072983-5-236-253"">estrogen receptor</span> polymorphisms) should be explored to clarify the role of hormonal risk factors, or protective factors for cognitive dysfunction and <span class=""disease"" id=""18072983-5-386-394"">dementia</span>."	18072983.0	2008.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"<span class=""gene"" id=""30777379-4-0-16"">Apolipoprotein E</span> (<span class=""gene"" id=""30777379-4-18-22"">APOE</span>) status and within-pair comparisons of <span class=""disease"" id=""30777379-4-62-70"">dementia</span> discordant twins indicated genetic susceptibility."	30777379.0	2019.0
Dementia	C0497327	GRN	2896	0.5	GeneticVariation		BEFREE	"We studied the clinical and pathologic features of HpScl in 205 consecutive patients with <span class=""disease"" id=""21346515-2-90-98"">dementia</span> who came to autopsy from 1997 to 2008, focusing on associations with TAR DNA-binding protein 43 (TDP-43) pathology and allelic variants in the <span class=""gene"" id=""21346515-2-242-253"">progranulin</span> (<span class=""gene"" id=""21346515-2-255-258"">GRN</span>) and apolipoprotein E (APOE)."	21346515.0	2012.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"The association between low plasma Aβ42/Aβ40 and increased risk of incident depression among those with one or more <span class=""gene"" id=""22499763-12-116-132"">apolipoprotein E</span> e4 allele implies a synergistic relationship similar to that found with <span class=""disease"" id=""22499763-12-205-213"">dementia</span>."	22499763.0	2013.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"Positive family history of <span class=""disease"" id=""20634590-4-27-35"">dementia</span> and presence of one or both <span class=""gene"" id=""20634590-4-64-80"">apolipoprotein E</span> (<span class=""gene"" id=""20634590-4-82-86"">APOE</span>) ε4 alleles occurred in 51.3% and 33.3% of the sample, respectively."	20634590.0	2010.0
Dementia	C0497327	PPARGC1A	10891	0.01	Biomarker		BEFREE	"Following confirmatory real-time polymerase chain reaction assay, we continued to explore the role of <span class=""gene"" id=""19273754-4-102-112"">PGC-1alpha</span> in clinical <span class=""disease"" id=""19273754-4-125-133"">dementia</span> and found that <span class=""gene"" id=""19273754-4-149-159"">PGC-1alpha</span> protein content was negatively associated with both AD-type neuritic plaque pathology and beta-amyloid (Abeta)(X-42) contents."	19273754.0	2009.0
Dementia	C0497327	IDH2	3418	0.01	Biomarker		BEFREE	"The I-<span class=""gene"" id=""15065742-2-6-9"">IDP</span> is a longitudinal comparative study of the prevalence and incidence o <span class=""disease"" id=""15065742-2-80-88"">dementia</span> in 2 communities: elderly African Americans living in Indianapolis, Indiana, an Yoruba living in Ibadan, Nigeria."	15065742.0	2004.0
Dementia	C0497327	PON1	5444	0.06	AlteredExpression		BEFREE	"In 205 patients with <span class=""disease"" id=""28421328-2-21-29"">dementia</span> [89 with Alzheimer's disease (AD), 47 with vascular dementia (VaD), 69 with mixed dementia (MD)], 113 persons with mild cognitive impairment and in 107 controls serum adiponectin, leptin and resistin levels, pro-inflammatory [interleukin-6 (IL-6), C-reactive protein (hsCRP) and chitotriosidase] and anti-inflammatory (25-OH vitamin D, HDL-cholesterol and <span class=""gene"" id=""28421328-2-386-399"">paraoxonase 1</span>) markers, as well as glucose metabolism parameters (glucose, insulin and HOMA-IR) were determined."	28421328.0	2017.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"PIB binding did <span class=""negexp"">not correlate</span> with <span class=""disease"" id=""17502554-7-35-43"">dementia</span> severity in AD or DLB but was higher in subjects with an <span class=""gene"" id=""17502554-7-101-105"">APOE</span>-epsilon4 allele."	17502554.0	2007.0
Dementia	C0497327	APP	351	0.7	GeneticVariation		BEFREE	"Even though the idea that amyloid beta peptide accumulation is the primary event in the pathogenesis of Alzheimer's disease has become the leading hypothesis, the causal link between aberrant <span class=""gene"" id=""16677790-4-192-217"">amyloid precursor protein</span> and tau alterations in this type of <span class=""disease"" id=""16677790-4-254-262"">dementia</span> remains controversial."	16677790.0	2006.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"The mechanisms underlying the decreased CSF:plasma ratios of ApoA-I and <span class=""gene"" id=""28697566-11-72-76"">ApoE</span> in AD and other <span class=""disease"" id=""28697566-11-93-102"">dementias</span> need to be explored in further studies."	28697566.0	2017.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Our aim was to clarify the genetic background of <span class=""disease"" id=""29476165-6-49-57"">dementia</span> in this cohort by analysing both known <span class=""disease"" id=""29476165-6-97-105"">dementia</span>-associated genes (<span class=""gene"" id=""29476165-6-124-128"">APOE</span>, APP, C9ORF72, GRN, PSEN1 and PSEN2) and searching for rare or novel segregating variants with exome sequencing."	29476165.0	2018.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"GBA mutation status, <span class=""gene"" id=""19433657-6-21-26"">APOE4</span> genotype, LB pathological findings (assessed according to the third report of the <span class=""disease"" id=""19433657-6-109-117"">Dementia</span> With Lewy Body Consortium), and Alzheimer plaque and tangle pathological findings (rated by criteria of Braak and Braak, the Consortium to Establish a Registry for Alzheimer Disease, and the National Institute on Aging-Reagan Institute)."	19433657.0	2009.0
Dementia	C0497327	C19orf12	83636	0.12	Biomarker		BEFREE	"The characteristic clinical features of mitochondrial <span class=""gene"" id=""23269600-6-54-99"">membrane protein-associated neurodegeneration</span> (<span class=""gene"" id=""23269600-6-101-105"">MPAN</span>) across all age groups include cognitive decline progressing to <span class=""disease"" id=""23269600-6-170-178"">dementia</span>, prominent neuropsychiatric abnormalities, and a motor neuronopathy."	23269600.0	2013.0
Dementia	C0497327	PINK1	65018	0.15	Biomarker		BEFREE	"Mutations in PRKN, DJ-1, and <span class=""gene"" id=""20669327-2-29-34"">PINK1</span> are associated with a rather pure parkinsonian phenotype, and have a more benign course with sustained treatment response and absence of <span class=""disease"" id=""20669327-2-172-180"">dementia</span>."	20669327.0	2010.0
Dementia	C0497327	NPC1	4864	0.11	Biomarker		HPO			
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"We used sex-pooled and sex-specific multivariable Cox proportional hazards models adjusted for age, education, body mass index, recent change in weight, <span class=""gene"" id=""22213409-5-153-157"">APOE</span> ε4 allele status, and plasma docosahexaenoic acid levels to determine association of these biomarkers with the development of all-cause <span class=""disease"" id=""22213409-5-294-302"">dementia</span> and AD."	22213409.0	2012.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"However, participants speaking four or more languages (but not two or three) were significantly less likely to develop <span class=""disease"" id=""31322560-6-119-127"">dementia</span> than monolinguals (OR = 0.13; 95% CI = 0.01, 0.65, adjusted for age, <span class=""gene"" id=""31322560-6-197-213"">apolipoprotein E</span>, and transition period)."	31322560.0	2019.0
Dementia	C0497327	HTR6	3362	0.03	GeneticVariation		BEFREE	"Polymorphisms of the <span class=""gene"" id=""16005519-2-21-26"">5-HT6</span> receptor have been implicated in syndromes that affect cognition, such as schizophrenia and <span class=""disease"" id=""16005519-2-119-127"">dementia</span>."	16005519.0	2005.0
Dementia	C0497327	GRN	2896	0.5	GeneticVariation		BEFREE	"Mutations in <span class=""gene"" id=""30921613-1-13-24"">progranulin</span> (<span class=""gene"" id=""30921613-1-26-29"">GRN</span>) cause heterogeneous clinical syndromes, including behavioral variant frontotemporal dementia (bvFTD), primary progressive aphasia (PPA), corticobasal syndrome (CBS) and Alzheimer-type dementia (AD-type <span class=""disease"" id=""30921613-1-233-241"">dementia</span>)."	30921613.0	2019.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"In short, in this Italian population of oldest olds, <span class=""disease"" id=""21509504-6-53-61"">dementia</span> was associated to the <span class=""gene"" id=""21509504-6-84-88"">APOE</span>-ε4 allele only."	21509504.0	2012.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"A cross-sectional study of inpatients with late stage of <span class=""disease"" id=""29416324-0-57-65"">dementia</span> in Southeast China and the associations between biochemical parameters and <span class=""gene"" id=""29416324-0-141-157"">apolipoprotein E</span> genotypes."	29416324.0	2018.0
Dementia	C0497327	GRN	2896	0.5	Biomarker		BEFREE	"An autosomal dominant mutation in <span class=""gene"" id=""19795409-7-34-37"">GRN</span>, the gene for <span class=""gene"" id=""19795409-7-52-56"">PGRN</span>, leads to neuronal atrophy in the frontal and temporal lobes, resulting in the disease frontotemporal lobar <span class=""disease"" id=""19795409-7-165-173"">dementia</span>."	19795409.0	2009.0
